city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Winter,12,43,6,0.0,0.6,1.8,1.3,1.16
Chennai,Pallikaranai,Two-Wheeler EV,Zomato,Post-monsoon,11,38,8,0.2,1.0,3.6,1.45,1.21
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Pre-monsoon,3,17,6,4.2,0.075,20.0,1.35,1.43
Mumbai,Wadala,Bicycle,Zomato,Pre-monsoon,5,40,13,0.0,2.4,0.4,1.25,1.1
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Post-monsoon,11,35,6,1.4,0.375,45.0,1.5,1.5
Mumbai,Bandra,Two-Wheeler ICE,Both,Monsoon,7,16,8,0.0,10.8,0.2,1.1,1.35
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Winter,12,29,11,1.4,0.075,45.0,1.5,1.5
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Post-monsoon,10,34,10,0.0,0.24,2.1,1.4,1.16
Bengaluru,Sarjapur Road,Two-Wheeler EV,Swiggy,Monsoon,7,29,8,0.0,0.54,0.3,1.45,1.17
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,6,19,13,0.0,0.36,0.3,1.45,1.19
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Monsoon,9,10,12,0.0,7.2,0.4,1.3,1.31
Chennai,Anna Nagar,Bicycle,Zomato,Pre-monsoon,3,44,9,0.6,0.2,1.6,1.05,0.96
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Post-monsoon,11,39,6,1.4,0.375,45.0,1.05,1.33
Mumbai,Kurla,Bicycle,Zomato,Post-monsoon,10,15,6,0.0,4.8,1.4,1.35,1.19
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Winter,2,38,9,0.2,0.2,3.2,1.05,1.05
Bengaluru,Whitefield,Bicycle,Zomato,Winter,2,35,12,0.0,0.03,2.4,1.4,1.15
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,7,11,13,0.0,10.8,0.2,1.35,1.43
Delhi,Saket,Two-Wheeler EV,Swiggy,Pre-monsoon,4,16,7,7.0,0.15,10.0,1.05,1.22
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Winter,1,19,6,1.4,0.075,45.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Monsoon,8,31,7,1.4,1.35,5.0,1.35,1.32
Mumbai,Kurla,Two-Wheeler ICE,Both,Monsoon,7,41,6,0.0,10.8,0.2,1.35,1.5
Delhi,Azad Market,Two-Wheeler EV,Swiggy,Post-monsoon,10,15,10,1.4,0.6,35.0,1.35,1.44
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Monsoon,8,23,12,1.4,1.35,5.0,1.35,1.27
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,31,10,0.0,0.03,1.2,1.1,1.01
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Winter,12,25,9,0.0,0.03,2.7,1.4,1.15
Chennai,Velachery,Two-Wheeler ICE,Zomato,Monsoon,8,22,10,0.2,3.6,0.4,1.4,1.29
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Post-monsoon,10,35,11,0.2,1.6,2.8,1.45,1.25
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,11,12,0.0,0.15,2.7,1.45,1.09
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Pre-monsoon,4,12,8,0.0,1.2,0.4,1.45,1.11
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,15,12,0.0,0.03,1.2,1.5,1.16
Delhi,Saket,Two-Wheeler ICE,Swiggy,Monsoon,7,25,9,2.8,1.35,5.0,1.05,1.16
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,1,18,7,1.4,0.075,45.0,1.05,1.34
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Monsoon,8,18,9,0.0,0.54,0.3,1.5,1.22
Delhi,ITO,Two-Wheeler ICE,Zomato,Pre-monsoon,3,36,9,4.2,0.075,20.0,1.4,1.5
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,6,41,13,12.6,0.9,5.0,1.4,1.5
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,14,10,7.0,0.15,10.0,1.1,1.22
Hyderabad,Charminar,Two-Wheeler EV,Swiggy,Post-monsoon,11,10,10,0.17,0.25,1.35,1.35,1.0
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,9,42,6,0.0,7.2,0.4,1.3,1.41
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,11,44,13,0.0,3.0,1.8,1.1,1.11
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Winter,1,37,7,0.0,0.6,1.8,1.3,1.16
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,9,20,11,1.4,0.9,10.0,1.4,1.34
Bengaluru,Bellandur,Bicycle,Swiggy,Winter,1,23,8,0.0,0.03,2.7,1.45,1.13
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Post-monsoon,10,24,13,0.0,0.24,2.1,1.45,1.14
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Pre-monsoon,4,39,12,0.85,0.1,0.3,1.25,1.1
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,27,7,1.0,0.4,0.8,1.05,0.97
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,12,13,13,0.0,0.6,1.8,1.1,0.96
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,42,12,0.0,0.06,0.6,1.5,1.2
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Winter,1,34,12,0.2,0.2,3.6,1.35,1.2
Delhi,Saket,Two-Wheeler EV,Zomato,Pre-monsoon,5,32,6,12.6,0.3,10.0,1.05,1.36
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,10,11,8,0.0,4.8,1.4,1.1,1.06
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,29,11,7.0,0.15,10.0,1.1,1.27
Delhi,Connaught Place,Bicycle,Zomato,Winter,2,17,9,1.4,0.075,40.0,1.05,1.29
Bengaluru,Koramangala,Bicycle,Swiggy,Post-monsoon,10,44,8,0.0,0.24,2.1,1.2,1.01
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,23,13,0.0,2.4,0.4,1.45,1.2
Delhi,Saket,Two-Wheeler EV,Both,Post-monsoon,11,32,9,1.4,0.375,45.0,1.05,1.33
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,8,26,12,1.4,1.35,5.0,1.05,1.12
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,7,24,12,0.0,10.8,0.2,1.35,1.48
Chennai,Adyar,Two-Wheeler ICE,Both,Post-monsoon,10,42,6,0.2,1.6,2.8,1.4,1.22
Delhi,Saket,Two-Wheeler ICE,Swiggy,Monsoon,7,12,12,2.8,1.35,5.0,1.05,1.11
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,6,23,6,12.6,0.9,5.0,1.4,1.5
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,35,8,1.4,0.6,35.0,1.1,1.39
Delhi,Saket,Two-Wheeler ICE,Swiggy,Winter,1,31,12,1.4,0.075,45.0,1.05,1.39
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,34,13,7.0,0.15,10.0,1.35,1.45
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Monsoon,9,39,8,0.2,2.4,0.8,1.35,1.27
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,5,21,8,12.6,0.3,10.0,1.1,1.37
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,7,29,11,0.0,10.8,0.2,1.3,1.45
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Winter,2,11,8,0.17,0.05,1.2,1.35,1.07
Mumbai,Bandra,Two-Wheeler ICE,Both,Monsoon,9,15,10,0.0,7.2,0.4,1.1,1.26
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,6,14,9,0.0,0.36,0.3,1.45,1.14
Mumbai,Chembur,Two-Wheeler EV,Zomato,Monsoon,6,23,11,0.0,7.2,0.2,1.45,1.4
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,12,33,10,0.0,0.03,2.7,1.45,1.23
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,44,8,4.2,0.075,20.0,1.5,1.5
Chennai,Pallikaranai,Two-Wheeler EV,Swiggy,Post-monsoon,10,37,13,0.2,1.6,2.8,1.45,1.22
Chennai,Pallikaranai,Two-Wheeler ICE,Both,Winter,1,15,11,0.2,0.2,3.6,1.45,1.2
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Pre-monsoon,4,14,12,0.0,1.2,0.4,1.3,1.04
Chennai,Sholinganallur,Bicycle,Zomato,Post-monsoon,10,43,11,0.2,1.6,2.8,1.35,1.15
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,7,20,8,0.0,10.8,0.2,1.3,1.45
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,8,36,10,0.0,10.8,0.2,1.45,1.5
Delhi,ITO,Bicycle,Zomato,Pre-monsoon,3,26,12,4.2,0.075,20.0,1.4,1.4
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Winter,12,44,7,0.0,0.6,1.8,1.35,1.19
Chennai,Velachery,Bicycle,Zomato,Post-monsoon,10,44,13,0.2,1.6,2.8,1.4,1.17
Delhi,ITO,Two-Wheeler ICE,Swiggy,Post-monsoon,10,31,12,1.4,0.6,35.0,1.4,1.5
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Winter,12,12,10,0.17,0.05,1.35,1.35,1.07
Hyderabad,Begumpet,Two-Wheeler EV,Zomato,Pre-monsoon,3,41,6,0.51,0.05,0.6,1.2,1.03
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,43,7,1.4,0.375,45.0,1.05,1.36
Delhi,Saket,Two-Wheeler ICE,Swiggy,Winter,1,12,8,1.4,0.075,45.0,1.05,1.29
Delhi,Saket,Two-Wheeler ICE,Swiggy,Monsoon,9,35,10,1.4,0.9,10.0,1.05,1.22
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Pre-monsoon,3,44,11,0.51,0.05,0.6,1.05,0.99
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Monsoon,9,22,6,0.0,7.2,0.4,1.25,1.33
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,9,10,10,1.4,0.9,10.0,1.4,1.29
Delhi,Saket,Bicycle,Swiggy,Monsoon,6,30,7,12.6,0.9,5.0,1.05,1.31
Mumbai,Andheri,Two-Wheeler ICE,Both,Post-monsoon,11,11,10,0.0,3.0,1.8,1.3,1.11
Delhi,ITO,Two-Wheeler ICE,Zomato,Post-monsoon,11,39,11,1.4,0.375,45.0,1.4,1.5
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Monsoon,7,12,8,0.34,0.9,0.15,1.25,1.07
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Post-monsoon,10,20,9,0.0,0.24,2.1,1.2,1.01
Hyderabad,Falaknuma,Bicycle,Zomato,Monsoon,6,41,8,1.53,0.6,0.15,1.35,1.19
Hyderabad,Falaknuma,Two-Wheeler EV,Zomato,Monsoon,8,41,12,0.17,0.9,0.15,1.35,1.18
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,11,28,6,1.4,0.375,45.0,1.05,1.31
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,7,18,12,2.8,1.35,5.0,1.1,1.19
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,10,25,13,0.0,4.8,1.4,1.3,1.21
Delhi,ITO,Two-Wheeler ICE,Zomato,Winter,1,10,11,1.4,0.075,45.0,1.4,1.46
Delhi,Azad Market,Two-Wheeler EV,Swiggy,Post-monsoon,11,14,9,1.4,0.375,45.0,1.35,1.38
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Post-monsoon,11,16,6,0.0,0.15,2.7,1.45,1.11
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Pre-monsoon,4,21,6,0.0,1.2,0.4,1.35,1.11
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Post-monsoon,11,39,12,0.0,0.15,2.7,1.2,1.07
Delhi,Azad Market,Two-Wheeler ICE,Both,Pre-monsoon,4,26,10,7.0,0.15,10.0,1.35,1.4
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Post-monsoon,11,26,7,0.0,0.15,2.7,1.1,0.94
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,7,26,13,0.0,0.54,0.3,1.4,1.17
Chennai,Velachery,Two-Wheeler EV,Both,Winter,2,19,8,0.2,0.2,3.2,1.4,1.14
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Post-monsoon,10,28,9,0.0,0.24,2.1,1.45,1.14
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,6,15,10,0.0,0.36,0.3,1.4,1.17
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,29,6,12.6,0.3,10.0,1.4,1.5
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Post-monsoon,11,17,13,0.0,0.15,2.7,1.5,1.17
Delhi,Saket,Bicycle,Both,Pre-monsoon,4,29,7,7.0,0.15,10.0,1.05,1.2
Bengaluru,Koramangala,Two-Wheeler EV,Zomato,Winter,2,24,6,0.0,0.03,2.4,1.2,1.02
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,10,19,12,1.4,0.6,35.0,1.1,1.34
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,7,18,10,2.8,1.35,5.0,1.4,1.34
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Pre-monsoon,4,18,8,0.85,0.1,0.3,1.3,1.07
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,10,22,12,0.0,4.8,1.4,1.3,1.21
Delhi,Yamuna Floodplain,Bicycle,Zomato,Pre-monsoon,4,30,11,7.0,0.15,10.0,1.5,1.42
Hyderabad,Banjara Hills,Two-Wheeler EV,Zomato,Post-monsoon,11,13,10,0.17,0.25,1.35,1.05,0.85
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Monsoon,8,15,6,0.0,0.54,0.3,1.5,1.22
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Monsoon,9,38,8,0.0,0.36,0.6,1.5,1.27
Delhi,ITO,Two-Wheeler ICE,Zomato,Post-monsoon,11,20,6,1.4,0.375,45.0,1.4,1.49
Delhi,ITO,Two-Wheeler EV,Zomato,Post-monsoon,11,36,10,1.4,0.375,45.0,1.4,1.5
Delhi,Saket,Bicycle,Swiggy,Pre-monsoon,3,27,7,4.2,0.075,20.0,1.05,1.23
Mumbai,Andheri,Two-Wheeler ICE,Both,Post-monsoon,11,28,10,0.0,3.0,1.8,1.3,1.16
Hyderabad,HITEC City,Bicycle,Zomato,Monsoon,7,16,13,0.34,0.9,0.15,1.25,1.07
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Monsoon,6,36,10,12.6,0.9,5.0,1.05,1.41
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Post-monsoon,10,28,6,0.2,1.6,2.8,1.35,1.15
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,3,44,7,4.2,0.075,20.0,1.5,1.5
Hyderabad,Banjara Hills,Two-Wheeler ICE,Swiggy,Post-monsoon,11,43,8,0.17,0.25,1.35,1.05,0.98
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,43,12,0.0,0.12,0.6,1.4,1.15
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,9,20,9,1.4,0.9,10.0,1.05,1.17
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Pre-monsoon,4,33,8,0.0,1.2,0.4,1.1,1.04
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Winter,12,40,9,0.2,0.2,3.6,1.45,1.25
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Post-monsoon,11,41,13,0.0,3.0,1.8,1.25,1.18
Mumbai,Parel,Bicycle,Zomato,Monsoon,7,26,8,0.0,10.8,0.2,1.3,1.4
Bengaluru,Koramangala,Two-Wheeler EV,Swiggy,Pre-monsoon,5,26,13,0.0,0.12,0.6,1.2,0.97
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,11,32,10,0.0,3.0,1.8,1.35,1.23
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,8,23,11,0.0,10.8,0.2,1.25,1.43
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Post-monsoon,11,14,6,0.0,0.15,2.7,1.4,1.07
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Post-monsoon,10,39,8,0.0,4.8,1.4,1.1,1.16
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,40,6,0.51,0.05,0.6,1.35,1.14
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,19,13,0.51,0.05,0.6,1.35,1.09
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,11,42,8,0.0,3.0,1.8,1.35,1.23
Delhi,Yamuna Floodplain,Two-Wheeler EV,Both,Winter,12,33,12,1.4,0.075,45.0,1.5,1.5
Delhi,ITO,Two-Wheeler EV,Swiggy,Pre-monsoon,5,11,12,12.6,0.3,10.0,1.4,1.44
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Monsoon,6,19,9,12.6,0.9,5.0,1.5,1.5
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,33,11,0.6,0.2,1.6,1.35,1.16
Chennai,Anna Nagar,Bicycle,Swiggy,Post-monsoon,11,28,8,0.2,1.0,3.6,1.05,0.94
Bengaluru,Mahadevapura,Two-Wheeler EV,Swiggy,Post-monsoon,11,16,11,0.0,0.15,2.7,1.5,1.14
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,9,24,12,1.4,0.9,10.0,1.05,1.17
Mumbai,Wadala,Bicycle,Swiggy,Pre-monsoon,3,41,13,0.0,0.6,0.8,1.25,1.05
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,27,9,0.6,0.2,1.6,1.05,0.96
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,10,40,8,0.0,4.8,1.4,1.3,1.26
Delhi,Yamuna Floodplain,Bicycle,Zomato,Post-monsoon,11,13,11,1.4,0.375,45.0,1.5,1.44
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,11,14,9,1.4,0.375,45.0,1.1,1.29
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Monsoon,8,37,11,1.4,1.35,5.0,1.5,1.37
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,7,15,11,2.8,1.35,5.0,1.05,1.16
Delhi,Azad Market,Two-Wheeler EV,Zomato,Monsoon,6,32,10,12.6,0.9,5.0,1.35,1.5
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,10,43,10,0.0,4.8,1.4,1.3,1.26
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Monsoon,7,29,8,0.4,3.6,0.4,1.35,1.27
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,6,19,6,1.8,2.4,0.4,1.38,1.28
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,11,10,0.0,0.03,1.2,1.45,1.08
Hyderabad,Madhapur,Two-Wheeler EV,Zomato,Pre-monsoon,5,24,11,1.53,0.2,0.3,1.3,1.07
Mumbai,Wadala,Two-Wheeler EV,Swiggy,Post-monsoon,10,27,6,0.0,4.8,1.4,1.25,1.16
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Post-monsoon,11,31,6,0.0,0.15,2.7,1.45,1.19
Delhi,Saket,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,13,13,7.0,0.15,10.0,1.05,1.2
Mumbai,Parel,Bicycle,Swiggy,Monsoon,7,41,12,0.0,10.8,0.2,1.3,1.45
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,10,24,12,0.0,4.8,1.4,1.3,1.21
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,4,25,9,0.0,0.06,0.6,1.45,1.12
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Winter,2,11,13,0.0,0.6,1.6,1.3,1.03
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,9,15,13,0.0,7.2,0.4,1.3,1.36
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Winter,2,17,11,0.0,0.6,1.6,1.35,1.13
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,3,36,8,4.2,0.075,20.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Post-monsoon,11,15,12,1.4,0.375,45.0,1.35,1.46
Chennai,Adyar,Two-Wheeler ICE,Both,Monsoon,9,44,8,0.2,2.4,0.8,1.4,1.3
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Winter,12,31,9,0.17,0.05,1.35,1.35,1.17
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,39,8,0.51,0.05,0.6,1.3,1.11
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Post-monsoon,11,14,12,0.0,0.15,2.7,1.45,1.09
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Winter,2,18,8,1.4,0.075,40.0,1.05,1.34
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Winter,2,25,6,0.2,0.2,3.2,1.35,1.15
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Monsoon,8,20,12,0.0,10.8,0.2,1.35,1.48
Delhi,ITO,Two-Wheeler ICE,Swiggy,Winter,1,28,13,1.4,0.075,45.0,1.4,1.5
Hyderabad,HITEC City,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,23,9,0.85,0.1,0.3,1.25,1.05
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Monsoon,7,26,7,0.4,3.6,0.4,1.05,1.12
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,11,32,13,0.2,1.0,3.6,1.05,1.04
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,33,9,7.0,0.15,10.0,1.5,1.5
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,28,8,0.0,0.06,0.6,1.5,1.15
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Post-monsoon,11,10,6,0.0,3.0,1.8,1.35,1.13
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Post-monsoon,11,26,12,0.0,3.0,1.8,1.35,1.18
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,3,11,12,4.2,0.075,20.0,1.5,1.45
Delhi,Saket,Two-Wheeler ICE,Swiggy,Monsoon,8,15,8,1.4,1.35,5.0,1.05,1.12
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,4,23,13,7.0,0.15,10.0,1.05,1.25
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Pre-monsoon,5,34,10,0.0,2.4,0.4,1.35,1.2
Bengaluru,Sarjapur Road,Bicycle,Zomato,Monsoon,8,33,7,0.0,0.54,0.3,1.45,1.2
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Pre-monsoon,4,33,10,7.0,0.15,10.0,1.05,1.3
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Monsoon,9,15,7,0.0,0.36,0.6,1.5,1.22
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Pre-monsoon,3,24,9,0.0,0.03,1.2,1.5,1.16
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,7,27,10,0.4,3.6,0.4,1.38,1.28
Bengaluru,Bellandur,Two-Wheeler EV,Zomato,Winter,1,38,9,0.0,0.03,2.7,1.45,1.2
Chennai,Anna Nagar,Two-Wheeler EV,Swiggy,Winter,12,20,6,0.2,0.2,3.6,1.05,0.97
Delhi,Connaught Place,Two-Wheeler EV,Zomato,Pre-monsoon,3,33,11,4.2,0.075,20.0,1.05,1.3
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Monsoon,8,36,7,0.0,10.8,0.2,1.1,1.4
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Winter,12,13,6,0.0,0.03,2.7,1.1,0.95
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,9,32,8,0.0,7.2,0.4,1.1,1.31
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Winter,12,38,8,0.0,0.03,2.7,1.4,1.17
Chennai,Anna Nagar,Two-Wheeler EV,Swiggy,Winter,1,40,8,0.2,0.2,3.6,1.05,1.02
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Winter,1,13,13,0.2,0.2,3.6,1.38,1.08
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,9,42,7,0.0,0.36,0.6,1.4,1.22
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,7,30,6,0.0,0.54,0.3,1.4,1.17
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Monsoon,7,22,6,0.0,10.8,0.2,1.25,1.43
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Pre-monsoon,4,25,8,0.0,0.06,0.6,1.1,0.92
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Monsoon,9,34,7,0.17,0.6,0.3,1.35,1.2
Mumbai,Andheri,Two-Wheeler EV,Zomato,Post-monsoon,10,34,7,0.0,4.8,1.4,1.3,1.23
Delhi,Saket,Two-Wheeler EV,Swiggy,Monsoon,6,43,12,12.6,0.9,5.0,1.05,1.38
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Pre-monsoon,3,14,12,4.2,0.075,20.0,1.1,1.22
Mumbai,Dharavi,Two-Wheeler ICE,Both,Winter,12,27,9,0.0,0.6,1.8,1.35,1.14
Hyderabad,Charminar,Two-Wheeler EV,Swiggy,Pre-monsoon,4,38,10,0.85,0.1,0.3,1.35,1.12
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,10,36,12,1.4,0.6,35.0,1.05,1.37
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,12,41,8,1.4,0.075,45.0,1.05,1.39
Mumbai,Wadala,Bicycle,Zomato,Pre-monsoon,3,43,12,0.0,0.6,0.8,1.25,1.05
Chennai,Sholinganallur,Two-Wheeler ICE,Both,Monsoon,7,15,9,0.4,3.6,0.4,1.35,1.27
Bengaluru,Bellandur,Two-Wheeler ICE,Both,Post-monsoon,11,15,13,0.0,0.15,2.7,1.45,1.14
